RMSE (train),RMSE (test),p,best_params
0.5793309262701076,0.819346403393483,165,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.39410088619530637), ('hidden_layers', 5), ('nodes_per_layer', 104), ('optimizer__learning_rate', 0.008795870058149705), ('optimizer__weight_decay', 1.5921007210133358e-05)])"
0.5810707763790306,0.7845694017712734,165,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.2456664523793894), ('hidden_layers', 5), ('nodes_per_layer', 104), ('optimizer__learning_rate', 0.01), ('optimizer__weight_decay', 0.1)])"
0.5429224016255143,0.7584734077573722,166,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.36065953564123654), ('hidden_layers', 5), ('nodes_per_layer', 104), ('optimizer__learning_rate', 0.0001), ('optimizer__weight_decay', 1e-05)])"
0.550341789447357,0.8121374246075889,166,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.3916331353364969), ('hidden_layers', 5), ('nodes_per_layer', 104), ('optimizer__learning_rate', 0.004323488525735528), ('optimizer__weight_decay', 0.005186666342877001)])"
0.5550849269872387,0.7449154230554954,164,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.2519630895857667), ('hidden_layers', 5), ('nodes_per_layer', 104), ('optimizer__learning_rate', 0.01), ('optimizer__weight_decay', 0.0008958429767730045)])"
0.5579808582339123,0.8538347043242748,169,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.24836184902981612), ('hidden_layers', 5), ('nodes_per_layer', 104), ('optimizer__learning_rate', 0.00025528252762919117), ('optimizer__weight_decay', 1.2763415416135167e-05)])"
0.6209503656050948,0.837056885953814,167,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.17343411718604548), ('hidden_layers', 5), ('nodes_per_layer', 104), ('optimizer__learning_rate', 0.0001), ('optimizer__weight_decay', 1e-05)])"
0.525261814728713,0.7883591273180962,165,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.1518119456751522), ('hidden_layers', 5), ('nodes_per_layer', 104), ('optimizer__learning_rate', 0.0001), ('optimizer__weight_decay', 1e-05)])"
0.5205246616286718,0.7052368949433766,168,"OrderedDict([('batch_size', 32), ('dropout_rate', 0.07327474699511949), ('hidden_layers', 5), ('nodes_per_layer', 104), ('optimizer__learning_rate', 0.0001), ('optimizer__weight_decay', 1e-05)])"
0.5906794719887514,0.8245333912130456,168,"OrderedDict([('batch_size', 64), ('dropout_rate', 0.3380397544384568), ('hidden_layers', 5), ('nodes_per_layer', 104), ('optimizer__learning_rate', 0.005217802821928107), ('optimizer__weight_decay', 0.08360361386015261)])"
