ID,y,yhat,fold,p,MW,y_mg,yhat_mg
62,-4.976946767817919,-4.6423416,0,138,104.11199999999997,0.040554021571860985,0.3751591757495612
64,-4.934499903309247,-4.4171414,0,138,107.15599999999998,0.09551659025747175,0.6128750590539485
103,-5.44347290560627,-4.3053846,0,138,395.39700000000016,0.1535604642565928,1.2916487380368153
233,-4.707148832380966,-5.0163455,0,138,182.22600000000003,0.5534615098001658,0.2442648487203818
275,-3.706931672457048,-3.796091,0,138,151.165,1.4725195759407264,1.383360165929578
277,-5.721151247921911,-4.0855856,0,138,407.3300000000001,-0.1112048507142436,1.5243607876712981
296,-3.2706740007129134,-3.4815407,0,138,134.22199999999998,1.8571497051016803,1.6462830366916075
300,-4.022449367394746,-3.7896388,0,138,156.225,1.1713011659447001,1.4041117643704795
317,-4.1040308976030415,-3.8149054,0,138,122.167,0.9829230116309486,1.2720485083037758
331,-2.982484052937826,-3.3977792,0,138,116.116,2.082408013768411,1.6671128250334424
345,-3.708520390875519,-4.281904,0,138,122.16699999999996,1.378433518358471,0.805049679470869
4413,-4.658626269898239,-4.2816653,0,138,302.41400000000004,0.8219756226915367,1.1989365656217474
389,-4.191259092161427,-4.120803,0,138,126.586,0.9111265846182103,0.9815827793507312
392,-3.68735994812118,-4.658142,0,138,147.00400000000002,1.4799692040031387,0.5091870665784396
407,-2.683765804773365,-2.97908,0,138,130.18699999999998,2.430801814557569,2.135487655467621
448,-4.395541774185543,-3.9267087,0,138,109.12799999999996,0.6423944217311711,1.111227495791096
478,-2.638083967104736,-2.4684649,0,138,90.122,2.316746853977748,2.4863659791723403
560,-3.789331311259189,-3.9054441,0,138,74.127,1.0806451128500085,0.9645323023066839
564,-4.005835868708303,-2.933747,0,138,76.095,0.8755202526647825,1.9476090540583402
607,-3.244159195504716,-4.3371873,0,138,87.12199999999999,1.6959686411579922,0.602940560744283
650,-2.9126596242754403,-2.9812574,0,138,102.177,2.0966935230180312,2.0280956930266894
653,-2.9750410914417387,-3.1441717,0,138,104.149,2.042614012927798,1.873483381882369
666,-4.421690338066549,-3.6286018,0,138,105.137,0.6000652425478159,1.3931538023816776
687,-3.1032205234287358,-3.0221844,0,138,120.148,1.9764960224461552,2.0575321652665455
729,-5.22263430521262,-4.3830523,0,138,330.81500000000005,0.2969508881392803,1.1365328528793248
746,-2.925488579202959,-2.9812574,0,138,172.31199999999998,2.3108269440507,2.255058068986877
806,-4.908316026500776,-5.037163,0,138,388.845,0.6814604924098338,0.5526137466979999
862,-3.0280093922121187,-3.8189652,0,138,197.021,2.2665031268329936,1.4755473132557406
884,-6.106606975834335,-5.215516,0,138,340.04999999999995,-0.5750641966521368,0.31602668185596183
898,-4.764756489920179,-4.582286,0,138,340.50700000000006,0.7673695544640871,0.9498401752468983
904,-3.426611502495099,-4.8458285,0,138,132.20599999999996,1.6946396630006706,0.2754226288397983
966,-3.618921738047885,-4.209414,0,138,150.133,1.5575544248329272,0.9670621346198194
1113,-4.276384247979657,-4.210019,0,138,186.594,0.9945134267535157,1.0608785498352762
1120,-3.0494966952685103,-3.1519911,0,138,138.16599999999997,2.090904489382898,1.9884100544624534
1161,-3.610620708722567,-3.626409,0,138,342.56400000000014,1.9241210123621535,1.9083326668131495
1180,-2.784412901804579,-3.257669,0,138,142.286,2.36874926868126,1.895493184340839
1251,-3.716400718453367,-4.6451683,0,138,302.201,1.7638951786567318,0.8351275975589363
1268,-3.80946251026596,-3.2822726,0,138,212.201,1.5172849159226351,2.0444748418718173
1350,-7.83448294878671,-6.9093184,0,138,288.44000000000005,-2.3744274618978234,-1.4492629408951263
1461,-4.386024058568465,-4.4222736,0,138,300.59399999999994,1.091956249043378,1.05570665965922
1525,-5.481853182505012,-5.508799,0,138,474.8190000000002,0.19467490652661318,0.16772901238866625
1551,-3.385815143477118,-3.5710263,0,138,390.7830000000001,2.2061205191264768,2.0209093381181042
1552,-3.985933940183229,-4.6956162,0,138,210.283,1.3368702240645844,0.6271879298018227
1620,-5.146742442480825,-4.6076455,0,138,240.444,0.23427150175119654,0.7733684304806592
1626,-5.531583553451354,-4.9563975,0,138,107.203,-0.5013766145011759,0.07380941484028328
1661,-5.1099422467203945,-4.4695992,0,138,255.665,0.29772903137530293,0.9380720338902273
1845,-4.839456449642431,-4.212357,0,138,507.2660000000001,0.8657793046378613,1.4928787306743607
1932,-3.5779663235866,-3.1705635,0,138,170.11999999999998,1.6527890504553855,2.0601919008058425
1941,-3.811549287689024,-3.449403,0,138,124.13899999999995,1.282358954921244,1.644505191748932
1970,-4.419380696387976,-4.460664,0,138,271.36,1.0141651341886437,0.9728820151108151
1985,-3.6512370959241087,-4.9827642,0,138,766.0,2.2329916737084954,0.9014645340516957
1993,-4.024748653734728,-4.2676096,0,138,398.54000000000025,1.5757232627313456,1.3328623122910663
2079,-4.333263757273159,-4.0708947,0,138,160.173,0.8713255526069923,1.1336945834344367
2098,-3.3577650992549506,-3.680852,0,138,346.46400000000017,2.181893015844125,1.8588061862907503
2103,-4.7510380964214285,-5.203891,0,138,311.41,0.7422944581018996,0.28944175175872505
2124,-4.691830048950914,-5.0721664,0,138,418.4730000000002,0.929837393475655,0.5495010222465033
2188,-5.236745231812761,-4.9000826,0,138,276.915,0.20560124954057118,0.5422638853302157
2210,-3.6594588913586503,-3.397624,0,138,192.00100000000003,1.6238445992894355,1.8856794732404183
2273,-4.970411945988205,-5.5353193,0,138,234.27999999999997,0.3993232693677178,-0.16558410609152363
2291,-5.453222256374071,-5.290527,0,138,344.26700000000005,0.08367313866644308,0.24636850893815387
2294,-4.882399077719467,-4.5966625,0,138,318.3690000000001,0.620531695591206,0.906268246943886
2396,-4.48733858714168,-4.23222,0,138,346.3650000000001,1.052195413193143,1.3073138224323233
2428,-3.668865988589214,-5.030676,0,138,168.19199999999998,1.5569393462824164,0.1951294675006347
2531,-5.282103067184869,-7.3434396,0,138,366.00000000000006,0.2813780182095413,-1.779958505331195
2675,-3.639810869100464,-4.1018286,0,138,410.4230000000001,1.9734208214370057,1.5114031317496723
2680,-3.310087521366432,-4.354131,0,138,636.9620000000002,2.494026002519032,1.4499822943383411
2708,-5.061115387959388,-4.650017,0,138,299.547,0.41534958647619297,0.8264481910587556
2740,-4.08140521878087,-4.4415092,0,138,212.336,1.245618413048379,0.8855143920435987
2749,-4.06475450702686,-4.114915,0,138,127.16799999999998,1.039623334066842,0.9894629493530855
2829,-2.7898578205708184,-3.4410436,0,138,134.17499999999998,2.3378137833882544,1.6866279980756447
2842,-5.830427575762044,-6.351775,0,138,345.4010000000002,-0.29210398516565494,-0.8134515748669162
2881,-3.983059928571756,-5.442153,0,138,641.7000000000004,1.8242721107194348,0.36517906354037677
2910,-5.954321417299034,-5.0716934,0,138,201.354,-0.6503611557882999,0.23226683142851723
2924,-3.403598715551099,-3.3859646,0,138,957.5159999999992,2.577547324169095,2.5951813964683597
2930,-4.688746844843467,-4.0335298,0,138,151.18999999999997,0.4907762221918178,1.1459932992609612
2945,-5.421970469263625,-5.2980285,0,138,158.22199999999998,-0.22270359936670092,-0.09876158739823294
3020,-4.649385060570545,-4.298459,0,138,530.8340000000004,1.07557367114162,1.4264996802013197
3035,-4.081967775290194,-2.9675753,0,138,200.366,1.219856252957248,2.334248696170013
3064,-3.26772460364852,-3.31208,0,138,454.4860000000002,2.3897959060956233,2.345440615071315
3081,-3.823308914744142,-4.35944,0,138,198.265,1.4739371396101597,0.9378062095276591
3153,-4.206207397332588,-3.9935722,0,138,168.32399999999998,1.0199386457047839,1.2325737980445959
3164,-6.354677006203616,-6.150015,0,138,263.211,-0.9343729710357278,-0.7297108532030222
3190,-4.077559351065838,-4.22239,0,138,260.3739999999999,1.3380382639290778,1.193207435428937
3285,-2.2685451845451907,-2.9060962,0,138,358.56300000000005,3.286020288285898,2.648469239353102
3294,-3.333448348131579,-3.320705,0,138,717.6100000000001,2.522440133903564,2.5351835380048273
3325,-3.3467594591955754,-3.5977542,0,138,424.7540000000004,2.281378018209541,2.0303832446055363
3350,-4.364549021805491,-4.8676367,0,138,284.14200000000005,1.088986411213777,0.585898760514854
3411,-5.045532069925146,-5.0360756,0,138,269.77199999999993,0.38546480173936915,0.3949212930884981
3480,-5.0881588505455975,-6.4416976,0,138,324.6820000000001,0.42329936195671647,-0.9302393985982208
3504,-4.818853471368232,-4.5827518,0,138,458.8330000000001,0.8428011741349963,1.07890289647243
3539,-3.5989708849000333,-4.4893646,0,138,144.22400000000002,1.5600666514908503,0.6696729366555491
